Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
-1968,145 min,"Crime, Thriller",8.1,76,Dhorairaj Bhagavan,Rajkumar,Sabitha Perara,Lakshmi
-2018,,Drama,,,Nikhil Bose,Prashansa Sharma,Vikas Rawat,Lakshyraj Rathod
,,Drama,,,Sabal Singh Shekhawat,,,
-1995,,Drama,5.1,27,Esmayeel Shroff,Raaj Kumar,Jackie Shroff,Gautami
-2019,72 min,Documentary,,,Reshel Shah,,,
-2019,90 min,Documentary,9.3,46,Venkatesh Bk,Tejaswini Manogna,Triyug Mantri,Raj Singh Verma
-2007,,Comedy,5.6,54,Bharat Dabholkar,Anjan Srivastav,Dilip Prabhavalkar,Viju Khote
-2008,152 min,"Comedy, Drama, Fantasy",3.6,"3,998",Rumi Jaffery,Amitabh Bachchan,Salman Khan,Priyanka Chopra Jonas
-2020,,Drama,,,Akksar Allahabadi,Akhil Gaurav Singh,Bipin Panigrahi,Babli
-1963,110 min,Drama,7,58,Trilok Jetley,Raaj Kumar,Kamini Kaushal,Shashikala
-1983,140 min,Drama,7.1,37,Dilip Chitre,Satyadev Dubey,Madan Jain,Achyut Potdar
-2003,60 min,Documentary,,,Shubhradeep Chakravorty,,,
-2016,83 min,Romance,,,Rajdutt Revankar,Rajdutt Revankar,,
-1999,150 min,"Crime, Drama, Thriller",6.7,202,Vinay Shukla,Shabana Azmi,Milind Gunaji,Nirmal Pandey
-1966,,Sci-Fi,7,5,Balwant Dave,Azaad Irani,Nayam Palli,Polson
,140 min,"Action, Crime, Drama",,,Leon Rodriguez,Fabian Carrillo,Pepe Serna,Daniel Baldwin
-1985,,Drama,6.4,9,Arundhati Devi,Dipendra Acharya,Manoj Mitra,Tanuja
-1959,,,,,Vasant Phadke,Madhu Apte,Mohan Choti,Kumkum
-1954,,Drama,,,Bal Gajbar,Chandrakant,Dwarka Nath,Ratnamala
-2021,90 min,Animation,,,Murugan V.,,,
-2017,81 min,"Comedy, Drama, Sport",,,Anuj Pandey,Ashay Vyas,Shardul Golwalkar,Taha Hussain
-1936,,,,,Udwadia,Navinchandra,Gohar,Fakir Mohammad
-1989,,"Action, Crime, Drama",3.5,26,David Dhawan,Shatrughan Sinha,Kimi Katkar,Chunky Panday
-2018,151 min,"Drama, History, Sport",7.3,"11,932",Reema Kagti,Akshay Kumar,Mouni Roy,Kunal Kapoor
-2004,112 min,Action,,,Ravi Kumar,Hemant Birje,Ali Khan,Umesh Kori
-2007,,Action,,,Ravi Varma,Jeet Goswami,Malini Kapoor,Yatin Karyekar
-1968,136 min,"Action, Crime, Mystery",6.3,12,Kamal Sharma,Mumtaz,Sailesh Kumar,B.M. Vyas
-1998,90 min,Documentary,,,Bhimsain,,,
-1940,,Action,,,Nanubhai Vakil,Navinchandra,Moti,Kanta Kumari
-2010,160 min,"Action, Crime, Thriller",5.9,506,Puri Jagannadh,Tottempudi Gopichand,Priyamani,Roja
,112 min,Comedy,,,Kabir Sadanand,Dimple Kapadia,Deepak Tijori,Kunaal Roy Kapur
-2010,155 min,"Action, Comedy",5.5,"7,644",Rohit Shetty,Mithun Chakraborty,Ajay Devgn,Kareena Kapoor
,,"Adventure, Comedy, Mystery",,,Rohit Shetty,Ajay Devgn,Kunal Khemu,Arshad Warsi
-2017,140 min,"Action, Comedy, Fantasy",5,"8,423",Rohit Shetty,Ajay Devgn,Arshad Warsi,Tabu
-2017,146 min,Comedy,,,Yogesh Varma,Kiran Janjani,Preeti Puri,Rahki Tondon
-2008,135 min,"Comedy, Crime, Mystery",5.1,"7,236",Rohit Shetty,Ajay Devgn,Kareena Kapoor,Arshad Warsi
-2006,150 min,"Action, Comedy, Drama",7.4,"15,556",Rohit Shetty,Ajay Devgn,Arshad Warsi,Sharman Joshi
-1972,,"Drama, Family",6,20,Saawan Kumar Tak,Agha,Jalal Agha,Harbans Darshan M. Arora
-1978,,Drama,,,Dinesh Rawal,,,
-2019,110 min,"Comedy, Drama",7,"1,222",Qasim Khallow,Shweta Tripathi,Alisha,Deepika Amin
-2007,115 min,"Comedy, Musical",3.8,"1,710",Ashwini Chaudhary,Tusshar Kapoor,Emraan Hashmi,Isha Sharvani
-2021,,"Comedy, Crime, Drama",,,Siddharth Sengupta,Janhvi Kapoor,Sushant Singh,Mita Vashisht
-2008,,"Comedy, Drama",3,17,Aditya Datt,Aryeman Ramsay,Sayali Bhagat,Sharat Saxena
-2018,,Drama,,,Sanjoy Nag,Shabana Azmi,Priyanka Bharti,Harsh Chhaya
-2019,134 min,Comedy,6.9,"15,644",Raj Mehta,Akshay Kumar,Kareena Kapoor,Diljit Dosanjh
-2022,,"Comedy, Drama",,,Vikas Bahl,Amitabh Bachchan,Rashmika Mandanna,Neena Gupta
,,"Romance, Thriller",,,Ajay K Saklani,Raksha Kumawat,Mridul Raj Anand,Mohit Mattoo
-2008,138 min,"Action, Drama, Romance",6.4,80,P. Satya,Sudeep,Mamta Mohandas,Kishore Kumar G.
-2014,46 min,"Documentary, Biography, Sport",8.4,14,Vivek Chaudhary,Prateek Gupta,Mit Jani,
-1989,142 min,"Action, Drama, Musical",5.8,44,Jalal Agha,Kumar Gaurav,Juhi Chawla,Tinnu Anand
-1952,125 min,"Drama, Family",,,Phani Majumdar,Master Bhagwan,Manju,Madan Puri
-1974,,"Action, Crime, Drama",5.7,15,S.U. Syed,Rakesh Roshan,Reena Roy,Mahendra Sandhu
-1959,174 min,"Musical, Romance",7.6,32,Vijay Bhatt,Rajendra Kumar,Ameeta,Anita Guha
-2013,79 min,"Animation, Comedy, Drama",7,118,Shilpa Ranade,Aditya Sharma,Manish Bhawan,Vishal Kumar
-1965,,"Adventure, Comedy, Drama",,,D. Raman,Prakash,Jayshree Gadkar,D.K. Sapru
-1938,132 min,,6.6,10,Vishnupant Govind Damle,Sheikh Fattelal,Ram Marathe,Shanta Apte
-1979,132 min,Fantasy,6.9,33,Vijay Sharma,Sachin Pilgaonkar,Zarina Wahab,Manher Desai
-2014,137 min,"Drama, Family",,,Venugopal Shetty,,,
-1994,,Action,2.9,9,Akash Jain,Chunky Panday,Shilpa Shirodkar,Kiran Kumar
-1970,143 min,"Action, Comedy, Drama",7,195,A. Bhimsingh,Dilip Kumar,Saira Banu,Pran
-1994,161 min,"Action, Comedy, Drama",5.5,814,Mukesh Duggal,Sunil Shetty,Karisma Kapoor,Shilpa Shirodkar
-1958,,,,,Ishwarlal,Prem Adib,Durga Khote,Shahu Modak
-1982,150 min,"Comedy, Thriller",5.9,124,Naresh Kumar,Raj Kapoor,Zeenat Aman,I.S. Johar
-1948,155 min,Drama,7.4,38,Mahesh Kaul,Latika,Raj Kapoor,Tripti Mitra
-1972,128 min,"Action, Comedy, Drama",5,102,Naresh Kumar,Rajendra Kumar,Hema Malini,Rekha
-1976,,Action,,,Manjula,Akkineni Nageshwara Rao,Satyanarayan,
-1942,,,,,Anand Kumar,Lalita Pawar,,
-1987,,"Action, Drama",4.9,16,Desh Gautam,Rajesh Khanna,Sulakshana Pandit,Raj Kiran
-1938,,,,,Chaturbhuj Doshi,Ram Apte,Trilok Kapoor,Sarla
-1992,,Romance,,,Sudhakar Sharma,Sadashiv Amrapurkar,Bindu,Anupam Kher
-1978,,Romance,,,,,,
-2003,116 min,Action,,,Kishan Shah,Hemant Birje,Satnam Kaur,Amit Pachori
-2000,,Action,,,Kishan Shah,Ramesh Goyal,Satnam Kaur,Ali Khan
-2013,150 min,"Comedy, Drama, Romance",4.9,"3,609",Punit Malhotra,Imran Khan,Kareena Kapoor,Nizhalgal Ravi
-1953,,Action,,,Aakkoo,Habib,Bimla Kumari,Krishna Kumari
-1964,,"Adventure, Drama, Fantasy",,,Adarsh,Shahu Modak,Jaymala Adarsh,P. Kailash
-2021,,Drama,,,Sanjeev Kumar Rajput,Anju Jadhav,Zuber K. Khan,Adarsh Kumar
-1957,,"Documentary, History",,,Rajbans Khanna,,,
-2015,114 min,"Biography, Drama",7.4,533,Ananth Narayan Mahadevan,Vinay Pathak,Konkona Sen Sharma,Ranvir Shorey
-1993,145 min,"Action, Crime, Drama",6.7,326,Ram Gopal Varma,Nagarjuna Akkineni,Sridevi,Kota Srinivasa Rao
-2017,64 min,Drama,6.1,27,Anup Samaddar,Mrinalini Chatterjee,Swati Ghosh,Mrinalini Chatterjee
-1949,,,,,Sevak,Manorama,,
-2001,110 min,"Crime, Drama",5.1,85,Shashilal K. Nair,Jackie Shroff,Manisha Koirala,Anupama Verma
-1972,121 min,Drama,,,Arvind Kumar Sinha,B.B. Bhalla,Subhash Ghai,Moolchand
-1984,,Drama,5.6,14,Prashant Nanda,Yogeeta Bali,Bharat Bhushan,Ramesh Deo
-1963,154 min,"Drama, Family",6.8,35,Kishore Sahu,Ashok Kumar,Nirupa Roy,Pushpavalli
-1948,,"Drama, Family",,,S.M. Yusuf,Sulochana Chatterjee,Faizi,Kuldip Kaur
-1936,167 min,Drama,,,Sarvottam Badami,Sabita Devi,Aruna,Surendra
-1981,,Documentary,,,Arun Khopkar,,,
-1938,148 min,,,,V.C. Desai,Ramchandra Thakur,Surendra,Bibbo
-2013,137 min,"Comedy, Drama, Thriller",4.4,"5,921",Indra Kumar,Riteish Deshmukh,Vivek Oberoi,Aftab Shivdasani
,,"Family, Music, Romance",,,Shiroe Brothers,Roshin Shiroe,Shibin Shiroe,
-2016,134 min,"Comedy, Drama, Fantasy",3.6,"2,393",Indra Kumar,Urvashi Rautela,Riteish Deshmukh,Vivek Oberoi
-1991,,Action,4.7,6,Dr. Rajiv,Pramod Anand,Ashima Bhalla,Biswajit Chatterjee
-2012,90 min,Comedy,5.7,47,Srinivas Sunderrajan,Hussain Dalal,Naveen Kaushik,Rajiv Mishra
-2021,115 min,Drama,,,Prashant Nagenrda,Paridhi Sharma,Divyangana Jain,Sanjay Singh
-2020,,Documentary,,,Mithun Mohan Udyawar,,,
-2020,95 min,Reality-TV,,,Sharadsingh Thakur,Jiya Chabra,Omkar Das Manikpuri,Rupali Pawar
-1979,134 min,"Drama, Romance",6.9,102,Basu Bhattacharya,Sanjeev Kumar,Sharmila Tagore,Sarika
-1959,,,,,Raman B. Desai,Shahu Modak,Nazir,Pandharibai
-2019,70 min,Family,8.7,20,Arvind Pandey,,,
-1934,,,,,Sarvottam Badami,Asooji,Balaram,Sabita Devi
-2017,,Drama,4.7,6,Suryakant Tyagi,Navi Bhangu,Poonam Pandey,Manisha Thakur
-1971,121 min,"Drama, Comedy, Family",7.2,"1,028",Hrishikesh Mukherjee,Dharmendra,Jaya Bachchan,Sumita Sanyal
-1995,160 min,"Drama, Romance",4.2,"2,248",Prem Lalwani,Deepti Naval,Mukesh Khanna,Manisha Koirala
-2015,130 min,Comedy,4.7,672,Sheershak Anand,Shantanu Ray Chhibber,Kunal Khemu,Payel Sarkar
-2015,124 min,"Comedy, Drama",5.3,864,Subhash Kapoor,Arshad Warsi,Amit Sadh,Ronit Roy
-1997,138 min,"Musical, Romance",4.2,336,Basu Chatterjee,Anupam Kher,Pratibha Sinha,Jugal Hansraj
-1997,139 min,Drama,6.7,49,Goutam Ghose,Mithun Chakraborty,Nandana Sen,Pran
-1947,,,,,R. Pandya,Achyut Govind Ranade,Eddie Billimoria,Balraj Sahni
-1968,,Romance,,,,,,
-1959,,Mystery,6.1,8,Ravindra Dave,Ajit,Shakila,Pran
-1980,,Horror,6.1,45,Shyam Ramsay,Tulsi Ramsay,Prem Krishan,Padmini Kapila
-1999,,Horror,,,Babu Ganeshan,,,
-2017,132 min,Comedy,5.4,"1,770",Ashwani Dhir,Kartik Aaryan,Kriti Kharbanda,Paresh Rawal
-2021,137 min,"Crime, Thriller",,,Parvinder Singh Wraich,Harkiran Kaur Wraich,Happy BanMajra,Baljeet Madwara
-1965,120 min,"Drama, Musical, Romance",8.4,"7,629",Vijay Anand,Dev Anand,Waheeda Rehman,Leela Chitnis
-2021,,Crime,,,Amey Karhade,Rishita Palshetkar,Mahima Thakar,Gdev
-2020,119 min,"Drama, Thriller",5.4,"3,919",Ruchi Narain,Kiara Advani,Taher Shabbir,Akansha Ranjan Kapoor
-1937,,,,,Kanjibhai Rathod,Ansuya,,
-1954,,,,,Nanubhai Vakil,Hemanta Mukherjee,Shakila,Randhir
-2012,,Drama,,,Sarfraz Alvi,Vijay Koul,Arjun Manhas,Vikram Sharmaa
-2020,132 min,"Biography, Drama, War",2.4,213,Amjad Khan,Reem Shaikh,Divya Dutta,Atul Kulkarni
-1953,,"Drama, Fantasy",,,Aspi Irani,Agha,Habib,Jagdish Kanwal
-1934,154 min,"Fantasy, History",,,Homi Master,Ruby Mayer,Dinshaw Bilimoria,Zubeida
-2014,139 min,"Action, Drama",6.1,"2,078",Soumik Sen,Madhuri Dixit,Juhi Chawla,Divya Jagdale
-1986,,Action,,,Prasanth Shukla,Janardhan Varma,Rekha Varma,Sharda Varma
-2009,140 min,"Crime, Drama, Thriller",8.1,"14,239",Anurag Kashyap,Kay Kay Menon,Raj Singh Chaudhary,Raja Chaudhary
-2012,96 min,Documentary,7.5,209,Nishtha Jain,Sampat Pal Devi,Ram Dulari,Devrati
-1990,,Crime,4.4,7,P. Venu,Devan,Raj Mohan,Pramila
-2020,124 min,"Comedy, Drama",6.3,"11,364",Shoojit Sircar,Amitabh Bachchan,Ayushmann Khurrana,Vijay Raaz
-1936,,,,,Moti B. Gidwani,Ghaznavi,Rafiq Ghaznavi,
-1983,,,,,C.P. Sharma,Chander Sharma,Akashdeep,Kamini Kaushal
-1932,,,,,Anand Prasad Kapoor,Ashraf Khan,Zebunissa,
-1963,,,,,Jugal Kishore,Nishi,Paidi Jairaj,D.K. Sapru
-1947,,Fantasy,,,Rustom Modi,Feroze Dastur,Rabab,Udwadia
-1956,,Action,,,T.R. Rajakumari,M.G. Ramachandran,,
-2020,146 min,Drama,,,Sanamjit Singh Talwar,Aryan Bhangu,Manu Rishi Chadha,Anupam Maanav
-2019,154 min,"Drama, Music, Romance",8,"33,901",Zoya Akhtar,Vijay Varma,Nakul Roshan Sahdev,Ranveer Singh
-2019,,"Documentary, Biography, Music",9.1,15,Akshat Gupt,,,
,135 min,Drama,,,Varadraj Swami,Nikunj Malik,Brijeshkumar Jha,Vivekanand Jha
-1932,,,,,J.J. Madan,Abdul Rehman Kabuli,Jehanara Kajjan,Keravala
-1935,,,,,Shahzadi,,,
-1965,151 min,"Drama, Mystery, Thriller",7,"1,456",Raja Nawathe,Nanda,Manoj Kumar,Pran
-2005,,Horror,,,Dilip Gulati,Tanya Oberoi,Madhur,Parvez
-1983,,Mystery,,,Yash Kapoor,Jeevan,Shreeram Lagoo,Neeta Mehta
-2008,107 min,"Action, Crime",3.7,94,Neeraj Pathak,Dino Morea,Mahima Chaudhry,Suman Ranganath
-2019,142 min,"Action, Drama, History",7.8,"1,695",Srijit Mukherji,Prasenjit Chatterjee,Anirban Bhattacharya,Tanushree Chakraborty
-2001,,Thriller,2.4,22,K.I. Sheikh,Sohail Khan,Rani Sinha,Meenakshi
-2001,,Horror,2.8,6,Harinam Singh,Yunus Parvez,Mahesh Raaj,Ghanshyam Rohera
-1948,,,,,,,,
-1963,155 min,"Drama, Romance",6.9,147,B.R. Chopra,Ashok Kumar,Mala Sinha,Sunil Dutt
-1976,,"Action, Romance",4.4,14,Manik Prem,Reena Roy,Subhash Ghai,Danny Denzongpa
-1993,149 min,"Action, Crime, Drama",6.2,700,Mahesh Bhatt,Sanjay Dutt,Sridevi,Anupam Kher
-1988,,Thriller,,,P. Chandrakumar,Silk Smitha,,
-1982,,Drama,5.6,5,Dayanand,Arun Govil,Madhu Kapoor,Shakti Kapoor
-1960,,Action,,,Shyam Kumar,Amar Nath,Nilofer,Tun Tun
-2019,120 min,Comedy,,,Abhik Bhanu,Bidita Bag,Tara-Alisha Berry,Vrajesh Hirjee
-1993,117 min,"Action, Thriller",4.7,83,Mahesh Bhatt,Sunny Deol,Dimple Kapadia,Sumeet Saigal
-2002,135 min,"Crime, Drama, Thriller",3.3,356,Amol Shetge,Bipasha Basu,Dino Morea,Ashutosh Rana
-1978,,Action,,,,,,
-1953,,,,,Kidar Nath Sharma,Geeta Bali,Jagdev,Vijayalaxmi
-1970,,,,,Johnny Whisky,,,
-1970,110 min,Crime,5.6,7,B.R. Ishara,Sanjeev Kumar,Kumkum,Sailesh Kumar
-1979,,Action,,,T.N. Balakrishna,Srinath,,
-1991,,Crime,,,Keshav Rathod,Deepak Javeri,,
-1967,154 min,Drama,5.8,20,Devi Sharma,Mehmood,Jeetendra,Rajshree
-1990,149 min,Action,5.1,16,Kawal Sharma,Mithun Chakraborty,Sangeeta Bijlani,Aditya Pancholi
-1988,169 min,Action,4.9,14,Shibu Mitra,Shatrughan Sinha,Dimple Kapadia,Chunky Panday
-1970,99 min,Action,,,Radhakant,Dara Singh,Sanjana,Nisar Ahmad Ansari
-1988,,,,,Chandrakant Sangani,Mohan Choti,Dinesh Hingoo,Satyendra Kapoor
-2001,,Action,,,Ishrat Ali,Shehzad Khan,Mac Mohan,Raza Murad
-1969,136 min,"Action, Crime, Drama",6.7,32,Mohammed Hussain,Nisar Ahmad Ansari,Master Bhagwan,Shakeela Bano Bhopali
-1998,129 min,"Action, Comedy, Crime",7.3,"9,990",Kanti Shah,Mithun Chakraborty,Mukesh Rishi,Mohan Joshi
-1992,,Action,8.1,39,Kodanda Rami Reddy A.,Mohan Babu,Charan Raj,Vijayshanti
-1995,,Action,,,Sunil Agnihotri,Ishrat Ali,Shubha Khote,Rami Reddy
-1995,140 min,Action,4.2,345,Guddu Dhanoa,Ajay Devgn,Amrish Puri,Kajol
-2014,152 min,"Action, Drama, Musical",2.4,"58,144",Ali Abbas Zafar,Ranveer Singh,Arjun Kapoor,Priyanka Chopra Jonas
-1996,,Action,,,S.S. Ravichandra,Amala Akkineni,Sarath Babu,Venkatesh Daggubati
-1980,,Action,5.6,34,Rahul Rawail,Rishi Kapoor,Parveen Babi,Rajendra Kumar
-1939,,Crime,,,Master Bhagwan,Chandrarao,Master Bhagwan,Hansa Wadkar
-1986,,Action,,,Yogesh Chhabra,Bharat Bhushan,Yogesh Chhabra,Ravi Davar
-1995,125 min,Drama,4.1,40,Vikram Bhatt,Atul Agnihotri,Ishrat Ali,Pooja Bhatt
-1936,,,,,Gohar,Haider Shah,,
-1967,,"Action, Crime",,,R. Thakur,Sanjeev Kumar,Kumkum,Sheikh Mukhtar
-1992,,Action,,,Laxmi,Prabhu,Sukanya,
-1991,,"Drama, Thriller",,,Ashok Gaekwad,Raj Babbar,Mohsin Khan,Sujata Mehta
-1982,,Action,4.4,5,Kamal Haasan,Sripriya,,
-1972,,,,,K.S.R. Das,Krishna Ghattamaneni,Jyothi Lakshmi,
-1961,178 min,"Action, Drama, Musical",7.6,523,Nitin Bose,Dilip Kumar,Vyjayanthimala,Nasir Khan
-1948,,,,,V.C. Desai,David Abraham,Nalini Jaywant,Trilok Kapoor
-2020,112 min,"Action, Biography, Drama",5.3,"25,005",Sharan Sharma,Janhvi Kapoor,Pankaj Tripathi,Angad Bedi
-2020,134 min,Action,6.8,41,Shekkhar Suri,Karann Nathh,Nathalia Kaur,Ganesh Venkatraman
-1934,185 min,"Drama, Family",,,Chandulal Shah,Gohar,Keki Bawa,Gangaprasad Pathak
-2019,114 min,"Comedy, Romance",3.5,20,Shantanu Anant Tambe,Kanchan Awasthi,Mayur Kumar,Elvis Chaturvedi
-1974,,Drama,,,B.K. Adarsh,Bharat Kapoor,Jaymala Adarsh,Manher Desai
-1999,,Drama,,,Suresh Jain,Harish Shetty,Mohini Manik,Gulshan
-1947,,,,,Pran,,,
-1998,88 min,Drama,,,Sunder Muthy,Chakravarti,Kamini,Bharat Nagraj
-1975,,Drama,,,Heena Kausar,Satish Arora,Baldev Khosa,Faryal
-1997,173 min,"Action, Crime, Mystery",7.3,"4,687",Rajiv Rai,Bobby Deol,Kajol,Manisha Koirala
-2005,,Thriller,,,Piyush Alankar,Shikha Trivedi,,
-2016,107 min,"Crime, Thriller",6.5,"1,883",Shanker Raman,Akshay Oberoi,Pankaj Tripathi,Aamir Bashir
-1989,174 min,Crime,5.5,113,Umesh Mehra,Mithun Chakraborty,Sridevi,Shakti Kapoor
-1980,159 min,"Action, Crime, Drama",6.7,481,I.V. Sasi,Kamal Haasan,Sridevi,Y.G. Mahendran
-2003,162 min,Action,5.6,75,Swapan Saha,Mithun Chakraborty,Kaushik Banerjee,Rachana Banerjee
-2007,166 min,Drama,7.7,"22,476",Mani Ratnam,Mithun Chakraborty,Abhishek Bachchan,Aishwarya Rai Bachchan
-2010,72 min,"Documentary, Drama",,,Tamás Tóth,Vrajmohan Pathak,,
-1973,,Action,,,Chand,Jyothi Lakshmi,Mehmood Jr.,Sheikh Mukhtar
-1960,,Drama,,,Rajendra Kumar,Rajan Haksar,Manju,
-1989,,Drama,,,Dayal Nihalani,Shikha Dewan,Pallavi Joshi,Satish Kaushik
-1937,,,,,Navinchandra,,,
-1956,,Drama,,,Ajit,Helen,Usha Kiran,Meena Kumari
-1979,,"Action, Crime, Drama",5.5,8,Shiv Kumar,Ashok Kumar,Mahendra Sandhu,Prema Narayan
-2018,,Biography,,,Sudipto Sen,,,
-2002,,"Action, Drama",4.5,8,T.L.V. Prasad,Beena Banerjee,Kishore Anand Bhanushali,Birbal
-1988,139 min,"Action, Comedy",7.1,382,S.P. Muthuraman,Rajinikanth,Prabhu,Gautami
-2010,150 min,Romance,2.7,18,Sakthi Chidambaram,Amarasigamani,Shruti Marathe,Sathyaraj
-1981,134 min,"Action, Comedy",6,7,Radhakant,Dara Singh,Mehmood,Bindu
-2016,76 min,Documentary,,,Laurie Colson,Axelle Le Dauphin,,
-1950,,,,,Gulab,Prem Pal,Krishna Rane,
-2015,140 min,Drama,,,Kiran Phadnis,Roopa Ganguly,Rupsha Guha,Girish Karnad
-1993,147 min,"Action, Drama, Romance",4.9,150,Vinod Mehra,Rishi Kapoor,Sridevi,Anil Kapoor
-1969,136 min,Comedy,6.6,9,Raj Kumar Bedi,Rajkumar Bedi,Tanuja,Sanjeev Kumar
-2022,,Drama,,,Ishrat R. Khan,Sanjay Mishra,Subrat Dutta,Kalyanee Mulay
-2016,104 min,Family,,,Pratik Sharma,Chandrashekhar,Asmita Sharma,
-2021,58 min,Drama,,,Anupam Khanna Baswal,Laxmi Kant Baswala,Ajeet Kumar,Ankit Mahna
-2015,86 min,"Mystery, Romance, Thriller",6.7,7,Akhilesh Verma,Jannat Shekhawat,Varsha Varsha,Uma Verma
-1954,,Drama,,,S.M. Yusuf,Paro Devi,Karan Dewan,Jabeen Jalil
-2010,126 min,"Drama, Romance",7.5,"17,631",Sanjay Leela Bhansali,Hrithik Roshan,Aishwarya Rai Bachchan,Shernaz Patel
-1946,,,,,Baburao Patel,Trilok Kapoor,Madhuri,Sushila Rani
,98 min,Thriller,,,Jaspal Singh Sandhu,Rajeev Barnwal,Neena Gupta,Sanjay Mishra
-1977,,"Drama, Fantasy",,,Chaman Nillay,Sunil Dutt,Kamini Kaushal,Rajendranath Malhotra
-1962,152 min,Drama,5.8,5,Khwaja Ahmad Abbas,Mala Sinha,Bharat Bhushan,Helen
-1957,,Action,,,Sultan,Kamran,Naazi,Sham
-1961,,Fantasy,,,Aakkoo,Amarnath,Uma Dutt,Indira
-1955,,Comedy,,,P.L. Santoshi,Raja Gosavi,Ranjana,Sajjan
-1983,,"Action, Thriller",5,23,Akbar Khan,Akbar Khan,Ranjeeta Kaur,Smita Patil
-2008,124 min,"Drama, Romance",3.4,240,Anil Devgan,Amita Pathak,Nakuul Mehta,Adhyayan Suman
-2002,174 min,"Drama, Musical, Romance",3.7,"1,277",Dharmesh Darshan,Akshay Kumar,Karisma Kapoor,Abhishek Bachchan
-1940,,,7,8,Amar Mullick,Kanan Devi,Pahadi Sanyal,Meera Dutta
-1954,,Drama,,,Jaggi Rampal,Shyama,Suresh,Hiralal
-1972,,Drama,5.1,11,C.P. Dixit,Rehana Sultan,Radha Saluja,Anil Dhawan
-1990,,"Action, Drama, Thriller",3.1,8,Avtar Bhogal,Johny Bakshi,Kabir Bedi,Sudhir Dalvi
-2003,160 min,"Crime, Drama, Romance",7.6,"2,808",Tigmanshu Dhulia,Jimmy Sheirgill,Hrishitaa Bhatt,Irrfan Khan
-2011,102 min,Drama,5.7,14,Seema Kapoor,Divya Dutta,Mukesh Tiwari,Archana Puran Singh
-1974,137 min,"Action, Drama",6.3,104,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Simi Garewal
-2002,75 min,Adventure,6.2,11,Arun Khopkar,Tushar Dalvi,Parzaan Dastur,Amin Gazi
-1973,,Drama,,,B.R. Ishara,Iftekhar,Manmohan Krishna,Rakesh Pandey
-1995,,Drama,,,,,,
-1971,170 min,"Drama, Family, Musical",6.9,"1,148",M.A. Thirumugham,Rajesh Khanna,Tanuja,David Abraham
-2021,126 min,Drama,,,Prabu Solomon,Rana Daggubati,Zoya Hussain,Pulkit Samrat
-1982,156 min,"Family, Drama, Thriller",5.4,28,Surendra Mohan,Sanjeev Kumar,Reena Roy,Shatrughan Sinha
-1995,156 min,"Action, Comedy, Drama",4.2,131,Rama Rao Tatineni,Govinda,Shilpa Shetty Kundra,Madhoo
-1986,139 min,"Musical, Drama, Family",7.3,42,Chetan Anand,Sanjeev Kumar,Zeenat Aman,Jackie Shroff
-1990,125 min,"Drama, Fantasy, Romance",5.8,314,Babubhai Mistry,Jeetendra,Sangeeta Bijlani,Sonu Walia
,,Musical,,,Rocky Khanna,Amy Maghera,Monica Dogra,Brijendra Kala
-1994,,Romance,,,,,,
-1979,,Action,6.7,9,Sher Jung Singh,Mahendra Sandhu,Priti Sapru Walia,Narendra Nath
-1978,,Drama,,,,,,
-2020,118 min,Thriller,4.3,"1,208",Vikram Bhatt,Hina Khan,Sid Makkar,Rohan Shah
-2012,147 min,Comedy,,,Dinesh Chaudhary,Kavita Joshi,Uttar Kumar,Suman Negi
-2000,134 min,"Comedy, Romance",5.3,"1,754",Manoj Agrawal,Govinda,Rani Mukerji,Johnny Lever
-2001,,"Action, Crime, Drama",4,13,Thampi Kannanthanam,Somesh Agarwal,Shama Deshpande,Vikram Gokhale
-1991,,Action,4.2,19,Deepak Balraj Vij,Jackie Shroff,Varsha Usgaonkar,Aditya Pancholi
-2004,,Action,,,Murali,Ramiya,Sayaji Shinde,
-1998,140 min,Action,4.9,25,Deepak Balraj Vij,Jackie Shroff,Aditya Pancholi,Ayub Khan
-2014,102 min,Drama,8.4,52,Dayal Padmanabhan,Naveen Krishna,Suchendra Prasad,Mohan
-1996,,"Action, Crime, Drama",,,Sudarshan K. Rattan,Akshay Anand,Chandni,Neelima Azim
-2000,,Horror,,,Kiran Soman,Khushbhu Gupta,Gul Hameed,Nupur Jhanwar
-2016,120 min,Comedy,6.1,18,Monjoy Joy Mukerji,Sahil Anand,Divya Chouksey,Sareh Far
-2015,125 min,Comedy,2.5,8,Salar Shaikh,Arun Bakshi,Krishna Bhatt,Rajesh Chowdhury
-1946,,Action,,,A.R. Zamindar,Mehrunissa,Raja Salim,Munshi Khanjar
-1999,,Horror,2.8,6,Sadashiv Amrapurkar,Ramesh Deo,Rachna Goel,Mohan Joshi
-1991,,"Drama, Family",5.4,8,Roopesh Kumar,Bharat Bhushan,Birbal,Anil Dhawan
-1984,,Romance,,,Deep Rahi,Anu Dhawan,Guddan,Om Katare
-2014,160 min,"Action, Crime, Drama",8.1,"51,354",Vishal Bhardwaj,Shahid Kapoor,Tabu,Shraddha Kapoor
-2011,120 min,"Comedy, Drama",5.3,31,Vicky Bhardwaj,Rajesh Bhardwaj,Sanjana Tiwari,Priyanka
-1984,185 min,"Action, Drama, Romance",4.9,26,Narayana Rao Dasari,Jeetendra,Jaya Prada,Pran
